Ticket #,Symbol,Volume,Open Date,Close Date,Sold,Bought,Direction,Gross P/L,Comm,Dividends,Rollover,Adj,Net P/L,Buy Condition,Sell Condition,Created By
65137959,NZD/USD,4000,07/01/2014 21:31:00,07/02/2014 03:45:00,0.8769,0.87544,Long,5.84,0,0,0,0,5.84,LE,LE,3000047258
65138227,NZD/USD,4000,07/01/2014 21:31:00,07/03/2014 08:25:00,0.87685,0.87544,Long,5.64,0,0,0.78,0,6.42,LE,Mkt,3000047258
65139035,AUD/CAD,10000,07/01/2014 21:33:00,07/01/2014 22:09:00,1.00641,1.00775,Long,-12.59,0,0,0,0,-12.59,Mkt,SE,3000047258
65194300,NZD/USD,3000,07/07/2014 08:24:00,07/07/2014 09:50:00,0.87461,0.87605,Short,-4.32,0,0,0,0,-4.32,LE,SE,3000047258
65194342,NZD/USD,3000,07/07/2014 08:24:00,07/07/2014 09:50:00,0.87461,0.87605,Short,-4.32,0,0,0,0,-4.32,LE,SE,3000047258
65240401,EUR/GBP,3000,07/10/2014 04:45:00,07/10/2014 09:34:00,0.79647,0.79497,Short,7.7,0,0,0,0,7.7,LE,LE,3000047258
65240431,EUR/GBP,3000,07/10/2014 04:45:00,07/11/2014 11:20:00,0.79647,0.79505,Short,7.29,0,0,0.03,0,7.32,LE,LE,3000047258
65281567,AUD/CAD,3000,07/13/2014 23:10:00,07/14/2014 11:53:00,1.00901,1.00693,Short,5.82,0,0,0,0,5.82,LE,LE,3000047258
65281581,AUD/CAD,1000,07/13/2014 23:10:00,07/15/2014 20:25:00,1.00901,1.008,Short,0.94,0,0,-0.13,0,0.81,LE,Mkt,3000047258
65320769,AUD/CAD,2000,07/13/2014 23:10:00,07/15/2014 22:14:00,1.00901,1.00619,Short,5.24,0,0,-0.27,0,4.97,LE,Mkt,3000047258
65279751,USD/CAD,3000,07/14/2014 01:44:00,07/14/2014 08:56:00,1.07436,1.07264,Short,4.81,0,0,0,0,4.81,LE,LE,3000047258
65279768,USD/CAD,3000,07/14/2014 01:44:00,07/15/2014 10:52:00,1.07436,1.07607,Short,-4.77,0,0,0.05,0,-4.72,LE,SE,3000047258
65278884,EUR/GBP,2000,07/14/2014 08:00:00,07/15/2014 04:30:00,0.79653,0.79512,Short,4.83,0,0,0.02,0,4.85,LE,LE,3000047258
65278925,EUR/GBP,2000,07/14/2014 08:00:00,07/15/2014 05:50:00,0.79653,0.79353,Short,10.28,0,0,0.02,0,10.3,LE,Mkt,3000047258
65282019,GBP/USD,3000,07/15/2014 07:03:00,07/15/2014 08:09:00,1.71533,1.71706,Short,-5.19,0,0,0,0,-5.19,LE,SE,3000047258
65282037,GBP/USD,3000,07/15/2014 07:03:00,07/15/2014 08:09:00,1.71533,1.71706,Short,-5.19,0,0,0,0,-5.19,LE,SE,3000047258
65320265,NZD/USD,5000,07/15/2014 22:05:00,07/15/2014 22:10:00,0.87082,0.87185,Long,-5.15,0,0,0,0,-5.15,LE,SE,3000047258
65320279,NZD/USD,4000,07/15/2014 22:05:00,07/15/2014 22:10:00,0.87082,0.87185,Long,-4.12,0,0,0,0,-4.12,LE,SE,3000047258
65320871,AUD/NZD,3000,07/16/2014 21:07:00,07/17/2014 01:39:00,1.0762,1.07798,Short,-4.65,0,0,0,0,-4.65,LE,SE,3000047258
65321412,AUD/NZD,2000,07/16/2014 21:07:00,07/17/2014 01:39:00,1.0762,1.07798,Short,-3.1,0,0,0,0,-3.1,LE,SE,3000047258
65495144,AUD/NZD,2000,07/29/2014 00:51:00,07/30/2014 07:29:00,1.10304,1.10066,Short,4.05,0,0,0.03,0,4.08,LE,LE,3000047258
65495166,AUD/NZD,2000,07/29/2014 00:51:00,08/01/2014 06:01:00,1.10304,1.09633,Short,11.36,0,0,0.19,0,11.55,LE,SE,3000047258
65481218,USD/CAD,4000,07/29/2014 08:15:00,07/29/2014 10:04:00,1.08184,1.08314,Short,-4.8,0,0,0,0,-4.8,LE,SE,3000047258
65481246,USD/CAD,4000,07/29/2014 08:15:00,07/29/2014 10:04:00,1.08184,1.08314,Short,-4.8,0,0,0,0,-4.8,LE,SE,3000047258
65511626,GBP/USD,9000,07/30/2014 20:35:00,07/31/2014 01:34:00,1.69161,1.69272,Short,-9.99,0,0,0,0,-9.99,LE,SE,3000047258
65494593,GBP/AUD,2000,07/30/2014 21:32:00,07/30/2014 21:43:00,1.81726,1.815,Short,4.21,0,0,0,0,4.21,LE,LE,3000047258
65495085,GBP/AUD,2000,07/30/2014 21:32:00,08/01/2014 08:30:00,1.81726,1.81055,Short,12.48,0,0,0.13,0,12.61,LE,LE,3000047258
65189278,AUD/USD,3000,07/31/2014 08:25:00,07/31/2014 10:36:00,0.93027,0.92857,Long,5.1,0,0,0,0,5.1,LE,LE,3000047258
65189899,AUD/USD,3000,07/31/2014 08:25:00,07/31/2014 21:22:00,0.93032,0.92857,Long,5.25,0,0,0.12,0,5.37,LE,LE,3000047258
65622318,NZD/USD,2000,08/05/2014 18:45:00,08/05/2014 20:42:00,0.84248,0.84445,Long,-3.94,0,0,0,0,-3.94,LE,SE,3000047258
65622482,NZD/USD,2000,08/05/2014 18:45:00,08/05/2014 20:42:00,0.84248,0.84445,Long,-3.94,0,0,0,0,-3.94,LE,SE,3000047258
65655194,EUR/USD,3000,08/06/2014 12:17:00,08/07/2014 08:32:00,1.33772,1.33606,Short,4.98,0,0,0.03,0,5.01,LE,LE,3000047258
65655285,EUR/USD,3000,08/06/2014 12:17:00,08/07/2014 08:55:00,1.33772,1.33938,Short,-4.98,0,0,0.03,0,-4.95,LE,SE,3000047258
65677558,GBP/AUD,3000,08/07/2014 00:59:00,08/07/2014 01:16:00,1.81701,1.81901,Short,-5.56,0,0,0,0,-5.56,LE,SE,3000047258
65677569,GBP/AUD,2000,08/07/2014 00:59:00,08/07/2014 01:16:00,1.81701,1.81901,Short,-3.71,0,0,0,0,-3.71,LE,SE,3000047258
65751725,GBP/USD,1000,08/13/2014 05:31:00,08/13/2014 05:36:00,1.67318,1.67691,Long,-3.73,0,0,0,0,-3.73,LE,SE,3000047258
65751800,GBP/USD,1000,08/13/2014 05:31:00,08/13/2014 05:36:00,1.67318,1.67691,Long,-3.73,0,0,0,0,-3.73,LE,SE,3000047258
65623307,USD/CAD,3000,08/15/2014 08:54:00,08/15/2014 10:54:00,1.08906,1.08691,Long,5.92,0,0,0,0,5.92,LE,LE,3000047258
65623372,USD/CAD,2000,08/15/2014 08:54:00,08/19/2014 11:37:00,1.09308,1.08691,Long,11.29,0,0,-0.12,0,11.17,LE,LE,3000047258
65885400,GBP/AUD,1000,08/21/2014 20:09:00,08/21/2014 22:25:00,1.77967,1.78138,Long,-1.59,0,0,0,0,-1.59,LE,SE,3000047258
65885435,GBP/AUD,1000,08/21/2014 20:09:00,08/21/2014 22:25:00,1.77967,1.78138,Long,-1.59,0,0,0,0,-1.59,LE,SE,3000047258
65829571,AUD/CAD,3000,08/22/2014 03:54:00,08/22/2014 08:30:00,1.02022,1.02195,Short,-4.73,0,0,0,0,-4.73,LE,SE,3000047258
