Ticket #,Symbol,Volume,Open Date,Close Date,Sold,Bought,Direction,Gross P/L,Comm,Dividends,Rollover,Adj,Net P/L,Buy Condition,Sell Condition,Created By
60939396,GBP/AUD,9000,11/14/2013 22:55:00,11/15/2013 01:09:00,1.72239,1.71862,Long,31.66,0,0,0,0,31.66,LE,LE,3000047258
60978108,GBP/NZD,10000,11/18/2013 08:53:00,11/18/2013 10:11:00,1.92579,1.92816,Short,-19.82,0,0,0,0,-19.82,LE,SE,3000047258
60981922,NZD/USD,13000,11/18/2013 10:58:00,11/18/2013 14:47:00,0.83439,0.8361,Long,-22.23,0,0,0,0,-22.23,LE,SE,3000047258
61063150,GBP/AUD,4000,11/20/2013 22:30:00,11/21/2013 02:21:00,1.731,1.72819,Long,10.45,0,0,0,0,10.45,LE,LE,3000047258
61083928,AUD/USD,5000,11/21/2013 14:49:00,11/21/2013 23:09:00,0.92259,0.91977,Short,14.1,0,0,-0.42,0,13.68,LE,SE,3000047258
61083811,EUR/AUD,4000,11/21/2013 20:08:00,11/21/2013 22:40:00,1.46641,1.45746,Long,32.86,0,0,0,0,32.86,LE,LE,3000047258
61107652,AUD/NZD,8000,11/22/2013 09:15:00,11/22/2013 11:04:00,1.12612,1.12343,Short,17.55,0,0,0,0,17.55,LE,Mkt,3000047258
61123122,EUR/CAD,10000,11/24/2013 21:14:00,11/25/2013 02:53:00,1.43234,1.42893,Long,32.23,0,0,0,0,32.23,LE,Mkt,3000047258
61137874,USD/CHF,7000,11/25/2013 11:13:00,11/25/2013 19:02:00,0.91272,0.91094,Short,13.68,0,0,-0.09,0,13.59,LE,Mkt,3000047258
61151492,USD/CHF,7000,11/25/2013 11:13:00,11/25/2013 21:50:00,0.91272,0.9113,Short,10.91,0,0,-0.08,0,10.83,LE,SE,3000047258
61152491,EUR/GBP,8000,11/25/2013 21:46:00,11/26/2013 04:48:00,0.8374,0.83728,Short,1.55,0,0,0,0,1.55,LE,Mkt,3000047258
61165870,AUD/USD,10000,11/26/2013 09:21:00,11/26/2013 10:58:00,0.90969,0.91196,Short,-22.7,0,0,0,0,-22.7,LE,SE,3000047258
61172863,USD/JPY,1000,11/26/2013 13:00:00,11/26/2013 13:06:00,101.259,101.24,Short,0.19,0,0,0,0,0.19,Mkt,LE,3000047258
61247821,EUR/GBP,12000,12/02/2013 00:55:00,12/03/2013 06:02:00,0.82881,0.8265,Short,45.5,0,0,0.1,0,45.6,LE,LE,3000047258
61244834,GBP/CAD,9000,12/02/2013 02:02:00,12/02/2013 06:41:00,1.74292,1.74208,Long,7.1,0,0,0,0,7.1,LE,SE,3000047258
61243134,GBP/USD,7000,12/02/2013 04:27:00,12/02/2013 06:23:00,1.63826,1.63836,Long,-0.7,0,0,0,0,-0.7,LE,SE,3000047258
61260729,GBP/CHF,7000,12/02/2013 08:55:00,12/02/2013 10:41:00,1.48465,1.48796,Long,-25.55,0,0,0,0,-25.55,LE,SE,3000047258
61243713,AUD/CAD,6000,12/02/2013 08:57:00,12/02/2013 11:26:00,0.96697,0.97032,Long,-18.9,0,0,0,0,-18.9,LE,SE,3000047258
61293600,EUR/CAD,6000,12/03/2013 09:37:00,12/03/2013 10:32:00,1.44884,1.44692,Long,10.8,0,0,0,0,10.8,Mkt,Mkt,3000047258
61295586,EUR/CAD,6000,12/03/2013 09:37:00,12/03/2013 14:59:00,1.44719,1.44692,Long,1.52,0,0,0,0,1.52,Mkt,SE,3000047258
61293208,AUD/NZD,7000,12/03/2013 10:18:00,12/03/2013 17:01:00,1.10727,1.11157,Short,-24.8,0,0,0.01,0,-24.79,LE,SE,3000047258
61307064,EUR/AUD,7000,12/03/2013 19:52:00,12/03/2013 20:08:00,1.49737,1.49578,Short,10.11,0,0,0,0,10.11,LE,Mkt,3000047258
61307795,EUR/AUD,7000,12/03/2013 19:52:00,12/03/2013 20:39:00,1.49737,1.4991,Short,-10.98,0,0,0,0,-10.98,LE,SE,3000047258
61310281,GBP/CHF,8000,12/04/2013 03:35:00,12/04/2013 04:28:00,1.47658,1.4815,Long,-43.49,0,0,0,0,-43.49,LE,SE,3000047258
61321751,EUR/USD,14000,12/04/2013 08:44:00,12/04/2013 09:01:00,1.35396,1.35559,Long,-22.82,0,0,0,0,-22.82,LE,SE,3000047258
61419201,EUR/CAD,4000,12/09/2013 11:38:00,12/09/2013 13:48:00,1.46204,1.45979,Long,8.46,0,0,0,0,8.46,LE,Mkt,3000047258
61422400,EUR/CAD,5000,12/09/2013 11:38:00,12/09/2013 13:49:00,1.46199,1.45979,Long,10.34,0,0,0,0,10.34,LE,SE,3000047258
61422692,GBP/CAD,12000,12/09/2013 14:03:00,12/09/2013 16:50:00,1.74622,1.74844,Long,-25.06,0,0,0,0,-25.06,Mkt,SE,3000047258
61440067,GBP/NZD,1000,12/10/2013 08:46:00,12/10/2013 08:49:00,1.97805,1.97799,Short,0.05,0,0,0,0,0.05,Mkt,Mkt,3000047258
61447505,EUR/CAD,11000,12/10/2013 13:11:00,12/10/2013 16:57:00,1.45881,1.46079,Long,-20.54,0,0,0,0,-20.54,LE,SE,3000047258
61449490,AUD/USD,9000,12/10/2013 14:31:00,12/10/2013 16:27:00,0.9156,0.91534,Long,2.34,0,0,0,0,2.34,Mkt,Mkt,3000047258
61543177,EUR/JPY,7000,12/15/2013 19:03:00,12/15/2013 21:37:00,141.564,141.844,Long,-19.05,0,0,0,0,-19.05,LE,SE,3000047258
