Ticket #,Symbol,Volume,Open Date,Close Date,Sold,Bought,Direction,Gross P/L,Comm,Dividends,Rollover,Adj,Net P/L,Buy Condition,Sell Condition,Created By
59496065,EUR/USD,14000,09/09/2013 10:19:00,09/09/2013 10:22:00,1.32201,1.32359,Short,-22.12,0,0,0,0,-22.12,LE,SE,3000047258
59532172,USD/CAD,29000,09/10/2013 08:52:00,09/10/2013 09:31:00,1.03443,1.03522,Short,-22.13,0,0,0,0,-22.13,LE,SE,3000047258
59664696,GBP/USD,18000,09/16/2013 13:16:00,09/16/2013 14:57:00,1.58969,1.59081,Long,-20.16,0,0,0,0,-20.16,LE,SE,3000047258
59664506,GBP/USD,11000,09/17/2013 06:13:00,09/17/2013 11:54:00,1.58995,1.58884,Long,12.21,0,0,0,0,12.21,LE,Mkt,3000047258
59685173,EUR/USD,18000,09/17/2013 09:17:00,09/17/2013 09:46:00,1.33445,1.33567,Long,-21.96,0,0,0,0,-21.96,Mkt,SE,3000047258
59690008,GBP/USD,16000,09/17/2013 12:47:00,09/17/2013 16:24:00,1.59065,1.59063,Short,0.32,0,0,0,0,0.32,LE,Mkt,3000047258
59744597,EUR/USD,15000,09/19/2013 08:30:00,09/19/2013 12:40:00,1.35151,1.35312,Long,-24.15,0,0,0,0,-24.15,LE,SE,3000047258
59809683,GBP/USD,8000,09/23/2013 12:09:00,09/23/2013 16:31:00,1.60469,1.60468,Short,0.08,0,0,0,0,0.08,LE,Mkt,3000047258
59830117,EUR/USD,12000,09/24/2013 08:18:00,09/24/2013 09:52:00,1.3488,1.34669,Long,25.32,0,0,0,0,25.32,Mkt,LE,3000047258
59832046,GBP/USD,12000,09/24/2013 09:52:00,09/24/2013 11:39:00,1.59846,1.60018,Short,-20.64,0,0,0,0,-20.64,LE,SE,3000047258
59839376,USD/CAD,13000,09/25/2013 02:43:00,09/25/2013 13:40:00,1.03087,1.03079,Short,1.01,0,0,0,0,1.01,LE,SE,3000047258
59858690,GBP/USD,7000,09/25/2013 10:00:00,09/26/2013 04:36:00,1.60728,1.60399,Short,23.03,0,0,-0.38,0,22.65,LE,LE,3000047258
59887828,EUR/USD,25000,09/26/2013 10:00:00,09/26/2013 10:09:00,1.3508,1.34969,Short,27.75,0,0,0,0,27.75,LE,LE,3000047258
59886497,GBP/USD,13000,09/26/2013 10:16:00,09/26/2013 14:32:00,1.60329,1.60125,Long,26.52,0,0,0,0,26.52,LE,Mkt,3000047258
59893899,USD/CAD,16000,09/26/2013 11:59:00,09/26/2013 16:35:00,1.03081,1.03215,Long,-20.8,0,0,0,0,-20.8,LE,SE,3000047258
59946978,EUR/USD,10000,09/30/2013 08:47:00,09/30/2013 10:34:00,1.35476,1.35259,Short,21.7,0,0,0,0,21.7,LE,Mkt,3000047258
