Ticket #,Symbol,Volume,Open Date,Close Date,Sold,Bought,Direction,Gross P/L,Comm,Dividends,Rollover,Adj,Net P/L,Buy Condition,Sell Condition,Created By
57135335,EUR/USD,4000,06/12/2013 10:48:00,06/12/2013 15:17:00,1.33371,1.33349,Short,0.88,0,0,0,0,0.88,LE,Mkt,3000047258
57135500,EUR/USD,4000,06/12/2013 10:48:00,06/12/2013 15:17:00,1.33371,1.33349,Short,0.88,0,0,0,0,0.88,LE,Mkt,3000047258
57168512,EUR/USD,4000,06/13/2013 08:30:00,06/13/2013 10:32:00,1.32796,1.3308,Long,-11.36,0,0,0,0,-11.36,LE,SE,3000047258
57168544,EUR/USD,4000,06/13/2013 08:30:00,06/13/2013 10:32:00,1.32793,1.3308,Long,-11.48,0,0,0,0,-11.48,LE,SE,3000047258
57205552,EUR/USD,4000,06/14/2013 03:52:00,06/14/2013 08:11:00,1.33024,1.33286,Long,-10.48,0,0,0,0,-10.48,LE,SE,3000047258
57205619,EUR/USD,4000,06/14/2013 03:52:00,06/14/2013 08:11:00,1.33024,1.33286,Long,-10.48,0,0,0,0,-10.48,LE,SE,3000047258
57237167,EUR/USD,4000,06/14/2013 08:39:00,06/14/2013 09:58:00,1.33252,1.32997,Long,10.2,0,0,0,0,10.2,LE,LE,3000047258
57237203,EUR/USD,4000,06/14/2013 08:39:00,06/14/2013 16:35:00,1.33439,1.32997,Long,17.68,0,0,0,0,17.68,LE,LE,3000047258
57332577,EUR/USD,16000,06/18/2013 17:00:00,06/19/2013 02:33:00,1.34051,1.33907,Long,23.04,0,0,0,0,23.04,LE,LE,3000047258
57360734,EUR/USD,9000,06/19/2013 14:05:00,06/19/2013 14:23:00,1.33316,1.33563,Long,-22.23,0,0,0,0,-22.23,LE,SE,3000047258
57432178,EUR/USD,17000,06/20/2013 20:16:00,06/20/2013 20:24:00,1.3217,1.3203,Long,23.8,0,0,0,0,23.8,LE,LE,3000047258
57454980,EUR/USD,16000,06/21/2013 08:47:00,06/21/2013 09:41:00,1.31623,1.31759,Short,-21.76,0,0,0,0,-21.76,LE,SE,3000047258
57469404,EUR/USD,1000,06/21/2013 13:50:00,06/21/2013 14:29:00,1.31547,1.31385,Short,1.62,0,0,0,0,1.62,LE,LE,3000047258
57515627,EUR/USD,22000,06/24/2013 13:00:00,06/24/2013 14:07:00,1.31358,1.30977,Long,83.82,0,0,0,0,83.82,Mkt,LE,3000047258
57547076,EUR/USD,20000,06/25/2013 12:50:00,06/25/2013 12:56:00,1.30948,1.31038,Short,-18,0,0,0,0,-18,LE,SE,3000047258
57584139,EUR/USD,13000,06/26/2013 08:56:00,06/26/2013 12:00:00,1.30497,1.30105,Short,50.96,0,0,0,0,50.96,LE,SE,3000047258
57606167,EUR/USD,6000,06/26/2013 22:02:00,06/27/2013 00:29:00,1.30286,1.30362,Short,-4.56,0,0,0,0,-4.56,LE,SE,3000047258
