Ticket #,Symbol,Volume,Open Date,Close Date,Sold,Bought,Direction,Gross P/L,Comm,Dividends,Rollover,Adj,Net P/L,Buy Condition,Sell Condition,Created By
53510209,EUR/GBP,9000,02/05/2013 03:48:00,02/05/2013 04:25:00,0.85777,0.85877,Long,-14.2,0,0,0,0,-14.2,Mkt,Mkt,3000047258
53512450,EUR/AUD,1000,02/05/2013 05:02:00,02/05/2013 05:17:00,1.29998,1.29944,Long,0.56,0,0,0,0,0.56,Mkt,Mkt,3000047258
53513511,EUR/CAD,1000,02/05/2013 05:45:00,02/05/2013 06:17:00,1.35322,1.3527,Long,0.52,0,0,0,0,0.52,Mkt,LE,3000047258
53541780,EUR/CAD,1000,02/05/2013 20:12:00,02/05/2013 20:42:00,1.35395,1.35341,Long,0.54,0,0,0,0,0.54,Mkt,LE,3000047258
53551806,EUR/USD,1000,02/06/2013 03:31:00,02/06/2013 04:13:00,1.35366,1.35439,Short,-0.73,0,0,0,0,-0.73,Mkt,Mkt,3000047258
53553194,EUR/GBP,1000,02/06/2013 04:46:00,02/06/2013 06:09:00,0.864,0.86342,Short,0.91,0,0,0,0,0.91,Mkt,Mkt,3000047258
53574887,EUR/AUD,1000,02/06/2013 19:45:00,02/06/2013 19:52:00,1.31181,1.31121,Long,0.62,0,0,0,0,0.62,Mkt,Mkt,3000047258
53582678,EUR/AUD,1000,02/07/2013 03:12:00,02/07/2013 03:16:00,1.31084,1.31032,Long,0.54,0,0,0,0,0.54,Mkt,LE,3000047258
53582975,USD/JPY,1000,02/07/2013 03:22:00,02/07/2013 03:24:00,93.692,93.633,Long,0.63,0,0,0,0,0.63,Mkt,LE,3000047258
53583812,AUD/USD,1000,02/07/2013 03:48:00,02/07/2013 04:37:00,1.03169,1.03231,Short,-0.62,0,0,0,0,-0.62,Mkt,Mkt,3000047258
53586138,EUR/AUD,1000,02/07/2013 05:25:00,02/07/2013 05:47:00,1.31288,1.31284,Long,0.04,0,0,0,0,0.04,Mkt,Mkt,3000047258
53659578,GBP/USD,1000,02/11/2013 03:31:00,02/11/2013 04:00:00,1.57555,1.57569,Short,-0.14,0,0,0,0,-0.14,Mkt,Mkt,3000047258
53660621,EUR/GBP,1000,02/11/2013 04:09:00,02/11/2013 04:15:00,0.85127,0.85067,Long,0.94,0,0,0,0,0.94,Mkt,LE,3000047258
53661237,USD/JPY,1000,02/11/2013 04:32:00,02/11/2013 04:50:00,93.195,93.175,Long,0.21,0,0,0,0,0.21,Mkt,Mkt,3000047258
53661240,USD/JPY,1000,02/11/2013 04:33:00,02/11/2013 04:50:00,93.195,93.16,Long,0.38,0,0,0,0,0.38,Mkt,Mkt,3000047258
53661243,USD/JPY,1000,02/11/2013 04:33:00,02/11/2013 04:50:00,93.195,93.14,Long,0.59,0,0,0,0,0.59,Mkt,Mkt,3000047258
53662029,EUR/USD,1000,02/11/2013 05:00:00,02/11/2013 05:32:00,1.33853,1.34001,Long,-1.48,0,0,0,0,-1.48,Mkt,SE,3000047258
53663563,CAD/JPY,1000,02/11/2013 06:03:00,02/11/2013 06:10:00,92.791,92.737,Long,0.58,0,0,0,0,0.58,Mkt,LE,3000047258
53697340,USD/JPY,1000,02/12/2013 04:08:00,02/12/2013 04:34:00,94.003,94.151,Long,-1.57,0,0,0,0,-1.57,Mkt,SE,3000047258
53698118,EUR/GBP,1000,02/12/2013 04:37:00,02/12/2013 05:50:00,0.86159,0.85901,Long,4.02,0,0,0,0,4.02,Mkt,LE,3000047258
53701109,EUR/USD,1000,02/12/2013 06:22:00,02/12/2013 06:47:00,1.34417,1.34544,Long,-1.27,0,0,0,0,-1.27,Mkt,SE,3000047258
53734623,GBP/USD,1000,02/13/2013 03:31:00,02/13/2013 03:58:00,1.565,1.56435,Short,0.65,0,0,0,0,0.65,Mkt,Mkt,3000047258
53736370,EUR/USD,1000,02/13/2013 05:13:00,02/13/2013 07:26:00,1.34913,1.34799,Long,1.14,0,0,0,0,1.14,Mkt,Mkt,3000047258
53765837,GBP/USD,1000,02/14/2013 03:15:00,02/14/2013 03:19:00,1.55099,1.55037,Short,0.62,0,0,0,0,0.62,Mkt,Mkt,3000047258
53765873,GBP/USD,1000,02/14/2013 03:18:00,02/14/2013 03:21:00,1.55015,1.54963,Short,0.52,0,0,0,0,0.52,Mkt,Mkt,3000047258
53766373,EUR/USD,1000,02/14/2013 03:34:00,02/14/2013 04:29:00,1.33966,1.3381,Short,1.56,0,0,0,0,1.56,Mkt,Mkt,3000047258
53789724,NZD/USD,1000,02/14/2013 18:58:00,02/14/2013 19:01:00,0.85094,0.85039,Short,0.55,0,0,0,0,0.55,Mkt,Mkt,3000047258
53789905,NZD/USD,1000,02/14/2013 19:05:00,02/14/2013 21:59:00,0.85038,0.85188,Short,-1.5,0,0,0,0,-1.5,Mkt,SE,3000047258
53840769,GBP/AUD,1000,02/18/2013 03:51:00,02/18/2013 03:58:00,1.50079,1.5024,Short,-1.66,0,0,0,0,-1.66,Mkt,SE,3000047258
53841304,GBP/AUD,1000,02/18/2013 04:23:00,02/18/2013 04:28:00,1.50181,1.50339,Short,-1.63,0,0,0,0,-1.63,Mkt,SE,3000047258
53841855,AUD/USD,1000,02/18/2013 04:41:00,02/18/2013 06:06:00,1.02861,1.0301,Short,-1.49,0,0,0,0,-1.49,Mkt,SE,3000047258
53855746,EUR/AUD,1000,02/18/2013 19:30:00,02/18/2013 19:31:00,1.29347,1.29514,Long,-1.72,0,0,0,0,-1.72,Mkt,SE,3000047258
53856036,AUD/CAD,1000,02/18/2013 19:40:00,02/18/2013 20:21:00,1.04335,1.04335,Short,0,0,0,0,0,0,LE,Mkt,3000047258
53856946,EUR/AUD,1000,02/18/2013 20:21:00,02/18/2013 20:21:00,1.29263,1.29276,Long,-0.13,0,0,0,0,-0.13,Mkt,Mkt,3000047258
53864091,EUR/USD,1000,02/19/2013 03:37:00,02/19/2013 04:01:00,1.33431,1.3358,Long,-1.49,0,0,0,0,-1.49,Mkt,SE,3000047258
53886466,EUR/AUD,1000,02/19/2013 20:07:00,02/19/2013 21:26:00,1.29805,1.29565,Short,2.48,0,0,0,0,2.48,LE,LE,3000047258
53922632,EUR/GBP,1000,02/21/2013 03:38:00,02/21/2013 04:05:00,0.86815,0.86958,Long,-2.17,0,0,0,0,-2.17,LE,SE,3000047258
53999245,GBP/AUD,1000,02/24/2013 20:45:00,02/24/2013 20:50:00,1.47135,1.47472,Short,-3.46,0,0,0,0,-3.46,LE,SE,3000047258
54052334,EUR/JPY,1000,02/25/2013 20:02:00,02/25/2013 21:34:00,121.083,121.07,Short,0.14,0,0,0,0,0.14,Mkt,Mkt,3000047258
54065378,EUR/JPY,1000,02/26/2013 03:23:00,02/26/2013 03:34:00,120.295,120.453,Long,-1.72,0,0,0,0,-1.72,Mkt,SE,3000047258
54068321,GBP/USD,1000,02/26/2013 05:03:00,02/26/2013 05:38:00,1.51749,1.51896,Long,-1.47,0,0,0,0,-1.47,Mkt,SE,3000047258
54069175,EUR/JPY,1000,02/26/2013 05:46:00,02/26/2013 05:55:00,120.412,120.21,Short,2.2,0,0,0,0,2.2,Mkt,LE,3000047258
54096494,EUR/JPY,1000,02/26/2013 19:25:00,02/26/2013 19:46:00,120.29,120.447,Long,-1.7,0,0,0,0,-1.7,Mkt,SE,3000047258
54097453,AUD/JPY,1000,02/26/2013 20:03:00,02/26/2013 20:12:00,94.003,93.742,Short,2.84,0,0,0,0,2.84,Mkt,Mkt,3000047258
54096268,EUR/JPY,1000,02/27/2013 14:22:00,02/27/2013 14:22:00,121.013,121.162,Short,-1.62,0,0,0,0,-1.62,LE,SE,3000047258
54135272,EUR/USD,1000,02/27/2013 19:11:00,02/27/2013 21:03:00,1.31495,1.31491,Long,0.04,0,0,0,0,0.04,Mkt,Mkt,3000047258
54146455,EUR/USD,1000,02/28/2013 04:06:00,02/28/2013 04:33:00,1.31347,1.31139,Short,2.08,0,0,0,0,2.08,Mkt,Mkt,3000047258
54171596,GBP/AUD,1000,02/28/2013 19:09:00,02/28/2013 19:19:00,1.48326,1.48475,Short,-1.52,0,0,0,0,-1.52,Mkt,SE,3000047258
54171985,GBP/JPY,1000,02/28/2013 19:36:00,02/28/2013 20:04:00,140.34,140.49,Long,-1.62,0,0,0,0,-1.62,Mkt,SE,3000047258
54244469,GBP/JPY,1000,03/04/2013 20:47:00,03/04/2013 21:00:00,141.276,141.431,Short,-1.66,0,0,0,0,-1.66,Mkt,SE,3000047258
54253331,EUR/USD,1000,03/05/2013 03:32:00,03/05/2013 03:45:00,1.30442,1.30545,Long,-1.03,0,0,0,0,-1.03,Mkt,Mkt,3000047258
54253575,EUR/USD,1000,03/05/2013 03:45:00,03/05/2013 03:48:00,1.30446,1.30506,Short,-0.6,0,0,0,0,-0.6,Mkt,Mkt,3000047258
54315367,EUR/USD,1000,03/07/2013 03:33:00,03/07/2013 04:07:00,1.30175,1.30149,Long,0.26,0,0,0,0,0.26,Mkt,SE,3000047258
54450782,GBP/AUD,1000,03/12/2013 20:09:00,03/12/2013 20:19:00,1.44209,1.44323,Short,-1.18,0,0,0,0,-1.18,SE,SE,3000047258
54802823,EUR/USD,1000,03/27/2013 10:12:00,03/28/2013 01:24:00,1.2793,1.2753,Long,4,0,0,-0.07,0,3.93,LE,LE,3000047258
